0,771814,16199,8026,5154,373627941,15778,6948,5419,373627949,15013,6115,5194,373627957,12345,1487238947
0,771815,14102,5537,4694,373627965,13406,5272,4086,373627973,13141,5194,3547,373627981,12345,1487238947
0,771816,13141,5233,3322,373627989,13298,5654,3322,373627997,13524,5693,3665,373628005,12345,1487238947
0,771817,14063,5958,4047,373628013,15170,6497,4233,373628021,16581,7105,4468,373628029,12345,1487238947
0,771818,17542,7644,4508,373628037,17806,7791,4272,373628045,17649,7947,3822,373628053,12345,1487238947
0,771819,17346,7987,3057,373628061,17081,7947,2175,373628069,16924,7830,1372,373628077,12345,1487238947
0,771820,16542,7604,764,373628085,15934,7222,186,373628093,15052,6762,-264,373628101,12345,1487238947
9,388404,8373485,8362543,8373454,8362540,8373463,8362536,8373408,8362539,8373389,8362542,8373431,8362544,12345,1487238947
9,388405,8373443,8362540,8373447,8362538,8373474,8362541,8373513,8362542,8373589,8362540,8373594,8362537,12345,1487238947
9,388406,8373637,8362543,8373720,8362543,8373767,8362537,8373792,8362537,8373829,8362541,8373875,8362541,12345,1487238947
9,388407,8373957,8362537,8373961,8362538,8373996,8362543,8374076,8362543,8374117,8362540,8374137,8362538,12345,1487238947
0,771821,14288,6340,-529,373628109,13641,5840,-607,373628117,13063,5233,-646,373628125,12345,1487238947
0,771822,12573,4733,-568,373628133,12112,4204,-490,373628141,11691,3400,-382,373628149,12345,1487238947
0,771823,11191,3165,0,373628157,10770,2940,303,373628165,10280,2557,607,373628173,12345,1487238947
0,771824,9780,2175,793,373628181,9398,2097,989,373628189,9172,2254,1068,373628197,12345,1487238947
0,771825,9094,2557,989,373628205,9172,2940,764,373628213,9359,3243,450,373628221,12345,1487238947
0,771826,9584,3586,225,373628229,9937,4008,0,373628237,10427,4312,-147,373628245,12345,1487238947
0,771827,11044,4468,-68,373628253,11809,4586,-29,373628261,12642,4694,107,373628269,12345,1487238947
0,771828,13337,4851,107,373628277,13945,4929,147,373628285,14553,4929,225,373628293,12345,1487238947
9,388408,8374165,8362544,8374194,8362544,8374250,8362539,8374223,8362539,8374212,8362543,8374232,8362545,12345,1487238947
9,388409,8374183,8362540,8374083,8362537,8373968,8362542,8373840,8362542,8373728,8362540,8373532,8362536,12345,1487238947
9,388410,8373353,8362541,8373219,8362539,8373057,8362538,8372890,8362540,8372748,8362539,8372629,8362541,12345,1487238947
9,388411,8372564,8362537,8372447,8362539,8372376,8362543,8372373,8362540,8372346,8362539,8372325,8362536,12345,1487238947
22,0,152,806301443,373628207,12345,12345,12345,12345,12345,12345,12345,12345,12345,12345,1487238947
22,0,152,1629202435,373628207,12345,12345,12345,12345,12345,12345,12345,12345,12345,12345,1487238947
22,0,152,-1341135613,373628207,12345,12345,12345,12345,12345,12345,12345,12345,12345,12345,1487238947
0,771829,15170,4772,225,373628301,15552,4586,147,373628309,15631,4351,29,373628317,12345,1487238947
